hsa-mir-21,hsa-mir-302a,hsa-mir-3155a,hsa-mir-3662,hsa-mir-370,hsa-mir-4436b-1,hsa-mir-4532,hsa-mir-4673,hsa-mir-4771-2,hsa-mir-4795,hsa-mir-490,hsa-mir-498,hsa-mir-555,hsa-mir-631,hsa-mir-6504,hsa-mir-6761,hsa-mir-6785,hsa-mir-6876,hsa-mir-7641-1,Condition
1700068976216080.0,0.0,0.0,0.0,1.98080695967572e+16,0.0,0.0,0.0,0.0,0.2587914582819735,0.0,0.2587914582819735,0.0,0.0,0.0,0.4781455446907183,0.0,0.0,0.0,Early
