hsa-mir-21,hsa-mir-302a,hsa-mir-3155a,hsa-mir-3662,hsa-mir-370,hsa-mir-4436b-1,hsa-mir-4532,hsa-mir-4673,hsa-mir-4771-2,hsa-mir-4795,hsa-mir-490,hsa-mir-498,hsa-mir-555,hsa-mir-631,hsa-mir-6504,hsa-mir-6761,hsa-mir-6785,hsa-mir-6876,hsa-mir-7641-1,Condition
1743428532730050.0,0.0,0.0,0.0,2.70618594431114e+16,0.0,0.3519640897365002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6346806173851994,0.0,0.0,0.3519640897365002,Late
